"LOCATION","Country","REG_ID","Region","IND","Indicator","ISC11","Education ISCED level","GENDER","Gender","MEAS","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","UKF","East Midlands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKF","East Midlands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKG","West Midlands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,"r","Values are below a certain reliability threshold and should be interpreted with caution."
"GBR","United Kingdom","UKG","West Midlands","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKH","East of England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKH","East of England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKI","Greater London","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,100,"r","Values are below a certain reliability threshold and should be interpreted with caution."
"GBR","United Kingdom","UKI","Greater London","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKJ","South East England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,93.7,,
"GBR","United Kingdom","UKJ","South East England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKK","South West England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,91,,
"GBR","United Kingdom","UKK","South West England","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,100,,
"GBR","United Kingdom","UKL","Wales","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,95.1,,
"GBR","United Kingdom","UKL","Wales","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,95.9,,
"GBR","United Kingdom","UKM","Scotland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,83.8,,
"GBR","United Kingdom","UKM","Scotland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,81.1,,
"GBR","United Kingdom","UKN","Northern Ireland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,85.2,,
"GBR","United Kingdom","UKN","Northern Ireland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,86.4,,
"USA","United States","US01","Alabama","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,57.06,,
"USA","United States","US01","Alabama","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,56.553,,
"USA","United States","US02","Alaska","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,50.462,,
"USA","United States","US02","Alaska","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,54.409,,
"USA","United States","US04","Arizona","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,52.716,,
"USA","United States","US04","Arizona","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,53.061,,
"USA","United States","US05","Arkansas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,60.884,,
"USA","United States","US05","Arkansas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.436,,
"USA","United States","US06","California","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,62.052,,
"USA","United States","US06","California","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,61.66,,
"USA","United States","US08","Colorado","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,58.795,,
"USA","United States","US08","Colorado","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,60.551,,
"USA","United States","US09","Connecticut","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,76.425,,
"USA","United States","US09","Connecticut","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,73.639,,
"USA","United States","US10","Delaware","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,63.138,,
"USA","United States","US10","Delaware","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.905,,
"USA","United States","US11","District of Columbia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,86.4,,
"USA","United States","US11","District of Columbia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,80.487,,
"USA","United States","US12","Florida","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,62.299,,
"USA","United States","US12","Florida","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,62.351,,
"USA","United States","US13","Georgia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,61.852,,
"USA","United States","US13","Georgia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,63.592,,
"USA","United States","US15","Hawaii","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59.861,,
"USA","United States","US15","Hawaii","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.899,,
"USA","United States","US16","Idaho","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,48.429,,
"USA","United States","US16","Idaho","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,49.315,,
"USA","United States","US17","Illinois","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,68.923,,
"USA","United States","US17","Illinois","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,64.104,,
"USA","United States","US18","Indiana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,54.875,,
"USA","United States","US18","Indiana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,55.251,,
"USA","United States","US19","Iowa","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,62.428,,
"USA","United States","US19","Iowa","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.855,,
"USA","United States","US20","Kansas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,57.46,,
"USA","United States","US20","Kansas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,61.043,,
"USA","United States","US21","Kentucky","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59.184,,
"USA","United States","US21","Kentucky","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,51.207,,
"USA","United States","US22","Louisiana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,68.783,,
"USA","United States","US22","Louisiana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,64.984,,
"USA","United States","US23","Maine","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,60.06,,
"USA","United States","US23","Maine","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,61.057,,
"USA","United States","US24","Maryland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59.087,,
"USA","United States","US24","Maryland","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,63.596,,
"USA","United States","US25","Massachusetts","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,69.444,,
"USA","United States","US25","Massachusetts","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,67.233,,
"USA","United States","US26","Michigan","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,62.349,,
"USA","United States","US26","Michigan","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,62.585,,
"USA","United States","US27","Minnesota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59.918,,
"USA","United States","US27","Minnesota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,61.531,,
"USA","United States","US28","Mississippi","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,64.321,,
"USA","United States","US28","Mississippi","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,60.637,,
"USA","United States","US29","Missouri","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,58.267,,
"USA","United States","US29","Missouri","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,55.92,,
"USA","United States","US30","Montana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,58.463,,
"USA","United States","US30","Montana","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,55.081,,
"USA","United States","US31","Nebraska","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,55.327,,
"USA","United States","US31","Nebraska","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.076,,
"USA","United States","US32","Nevada","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,51.73,,
"USA","United States","US32","Nevada","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,50.539,,
"USA","United States","US33","New Hampshire","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,65.807,,
"USA","United States","US33","New Hampshire","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,60.844,,
"USA","United States","US34","New Jersey","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,72.756,,
"USA","United States","US34","New Jersey","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,73.716,,
"USA","United States","US35","New Mexico","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,55.62,,
"USA","United States","US35","New Mexico","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,59.639,,
"USA","United States","US36","New York","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,70.124,,
"USA","United States","US36","New York","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,69.743,,
"USA","United States","US37","North Carolina","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,56.13,,
"USA","United States","US37","North Carolina","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,53.916,,
"USA","United States","US38","North Dakota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,46.653,,
"USA","United States","US38","North Dakota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,45.8,,
"USA","United States","US39","Ohio","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,55.992,,
"USA","United States","US39","Ohio","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,56.318,,
"USA","United States","US40","Oklahoma","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,57.508,,
"USA","United States","US40","Oklahoma","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,62.374,,
"USA","United States","US41","Oregon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,55.941,,
"USA","United States","US41","Oregon","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,55.84,,
"USA","United States","US42","Pennsylvania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,57.852,,
"USA","United States","US42","Pennsylvania","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.426,,
"USA","United States","US44","Rhode Island","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59.778,,
"USA","United States","US44","Rhode Island","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.221,,
"USA","United States","US45","South Carolina","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,63.128,,
"USA","United States","US45","South Carolina","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,58.108,,
"USA","United States","US46","South Dakota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,53.169,,
"USA","United States","US46","South Dakota","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,55.947,,
"USA","United States","US47","Tennessee","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,53.094,,
"USA","United States","US47","Tennessee","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,52.28,,
"USA","United States","US48","Texas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,57.923,,
"USA","United States","US48","Texas","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,56.075,,
"USA","United States","US49","Utah","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,55.399,,
"USA","United States","US49","Utah","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,56.875,,
"USA","United States","US50","Vermont","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,70.486,,
"USA","United States","US50","Vermont","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,69.282,,
"USA","United States","US51","Virginia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,60.911,,
"USA","United States","US51","Virginia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,59.78,,
"USA","United States","US53","Washington","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,52.983,,
"USA","United States","US53","Washington","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,56.502,,
"USA","United States","US54","West Virginia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,49.33,,
"USA","United States","US54","West Virginia","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,52.373,,
"USA","United States","US55","Wisconsin","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,61.143,,
"USA","United States","US55","Wisconsin","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,62.551,,
"USA","United States","US56","Wyoming","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,56.921,,
"USA","United States","US56","Wyoming","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,48.911,,
"BGR","Bulgaria","BGR","Bulgaria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,78.7,,
"BGR","Bulgaria","BGR","Bulgaria","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,77.4,,
"BGR","Bulgaria","BG31","North West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,80.9,,
"BGR","Bulgaria","BG31","North West","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,78.6,,
"BGR","Bulgaria","BG32","North Central","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,79.7,,
"BGR","Bulgaria","BG32","North Central","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,77.8,,
"BGR","Bulgaria","BG33","North East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,76.9,,
"BGR","Bulgaria","BG33","North East","ENRL_RATE_AGE_Y3T5","Enrolment rate for 3 to 5 year-olds age range","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,76.3,,
