,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF
490,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,5167.0,4.4,1.0,4.5,0.9
491,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,6505.0,5.5,1.6,5.6,1.5
492,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,5964.0,4.9,1.6,5.0,1.5
493,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,5115.0,4.4,1.0,4.5,1.0
494,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,5235.0,4.5,1.0,4.6,0.9
495,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,8368.0,7.1,1.7,7.3,1.7
496,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,12370.0,10.4,1.7,10.8,1.9
497,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,11300.0,9.5,1.8,9.7,1.8
498,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,4000.0,8.2,,,
499,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,2600.0,5.7,,,
500,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,1900.0,4.0,,,
501,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,3277.0,6.9,,7.0,
502,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,4052.0,8.4,,8.6,
503,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,3617.0,7.1,,7.3,
504,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,2829.0,5.3,,5.4,
505,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,3401.0,6.6,,6.7,
506,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,3348.0,6.4,,6.5,
507,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,2226.0,4.4,,4.5,
508,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,2356.0,4.6,,4.7,
509,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,4824.0,9.1,,9.4,
510,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,6308.0,11.6,,12.0,
511,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,6208.0,11.4,,11.7,
512,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,4000.0,6.5,,,
513,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,2600.0,4.4,,,
514,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,1900.0,2.9,,,
515,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,3277.0,5.2,,5.3,
516,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,4052.0,6.0,,6.2,
517,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,3617.0,5.3,,5.5,
518,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,2829.0,4.3,,4.5,
519,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,3401.0,5.0,,5.2,
520,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,3348.0,4.8,,5.0,
521,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,2226.0,3.4,,3.5,
522,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,2356.0,3.6,,3.8,
523,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,4824.0,7.4,,7.7,
524,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,6308.0,9.9,,10.1,
525,3_IN,  Small regions (TL3) - intermediate,ITC32,Savona,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,6208.0,9.6,,9.9,
526,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,26100.0,7.5,3.0,,
527,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,28200.0,8.0,3.0,,
528,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,27000.0,7.2,2.9,,
529,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,18760.0,5.1,1.6,5.2,1.5
530,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,19687.0,5.5,1.9,5.6,1.9
531,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,17823.0,5.0,1.5,5.1,1.4
532,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,15810.0,4.4,1.0,4.5,1.0
533,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,19901.0,5.4,1.3,5.5,1.2
534,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,20778.0,5.6,1.1,5.7,0.9
535,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,23977.0,6.5,1.2,6.6,1.0
536,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,25767.0,7.0,1.2,7.2,1.1
537,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,28350.0,7.7,1.6,7.9,1.6
538,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,33383.0,9.2,1.4,9.4,1.4
539,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,36669.0,10.1,1.7,10.3,1.6
540,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,15000.0,10.4,,,
541,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,16300.0,11.0,,,
542,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,16400.0,10.5,,,
543,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,11039.0,6.9,,7.0,
544,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,13426.0,8.5,,8.7,
545,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,10616.0,6.8,,6.9,
546,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,7950.0,5.0,,5.1,
547,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,11964.0,7.2,,7.3,
548,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,11587.0,6.8,,6.9,
549,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,11520.0,6.9,,6.9,
550,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,12266.0,7.3,,7.4,
551,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,15516.0,9.3,,9.5,
552,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,17357.0,10.3,,10.5,
553,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,17517.0,10.6,,10.7,
554,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,15000.0,7.4,,,
555,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,16300.0,8.0,,,
556,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,16400.0,7.6,,,
557,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,11039.0,5.3,,5.5,
558,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,13426.0,6.6,,6.8,
559,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,10616.0,5.3,,5.5,
560,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,7950.0,4.0,,4.1,
561,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,11964.0,5.9,,6.1,
562,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,11587.0,5.7,,6.0,
563,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,11520.0,5.7,,5.9,
564,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,12266.0,6.1,,6.3,
565,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,15516.0,7.7,,7.9,
566,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,17357.0,8.9,,9.1,
567,3_PU,  Small regions (TL3) - predominantly urban,ITC33,Genoa,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,17517.0,8.9,,9.1,
568,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,5200.0,4.7,3.6,,
569,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,4300.0,3.8,2.7,,
570,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,4200.0,5.1,2.7,,
571,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,4835.0,5.5,1.9,5.7,1.7
572,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,5461.0,6.0,1.4,6.2,1.2
573,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,4669.0,5.0,1.6,5.1,1.6
574,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,6960.0,7.3,2.3,7.4,2.1
575,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,3584.0,4.0,1.2,4.0,1.3
576,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,5929.0,6.9,2.8,7.0,3.0
577,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,5667.0,6.3,3.3,6.4,3.2
578,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,4759.0,5.1,2.5,5.2,2.4
579,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,9896.0,10.4,2.7,10.7,2.5
580,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,8847.0,9.3,2.5,9.5,2.4
581,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,11879.0,12.4,3.1,12.7,3.0
582,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,3400.0,8.5,,,
583,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,3000.0,7.0,,,
584,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,2700.0,8.2,,,
585,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,2916.0,7.8,,7.8,
586,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,3509.0,8.5,,8.6,
587,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,2584.0,6.4,,6.5,
588,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,3278.0,8.2,,8.2,
589,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,1577.0,4.2,,4.3,
590,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,2696.0,8.0,,8.2,
591,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,3732.0,10.3,,10.4,
592,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,3374.0,8.7,,8.8,
593,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,5271.0,12.6,,12.8,
594,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,4295.0,10.5,,10.6,
595,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,6207.0,14.7,,14.9,
596,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,3400.0,4.9,,,
597,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,3000.0,4.3,,,
598,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,2700.0,5.5,,,
599,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2916.0,5.9,,6.1,
600,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,3509.0,7.1,,7.4,
601,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,2584.0,4.8,,4.9,
602,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,3278.0,5.9,,6.1,
603,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,1577.0,3.0,,3.0,
604,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,2696.0,5.2,,5.2,
605,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,3732.0,7.0,,7.2,
606,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,3374.0,6.2,,6.4,
607,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,5271.0,9.9,,10.3,
608,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,4295.0,8.0,,8.2,
609,3_PU,  Small regions (TL3) - predominantly urban,ITC34,La Spezia,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,6207.0,11.6,,11.9,
610,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,163200.0,4.0,1.8,4.0,1.8
611,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,158000.0,3.8,1.7,3.8,1.7
612,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,149183.0,3.4,1.6,3.6,1.5
613,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,173604.0,3.8,1.6,4.1,1.6
614,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,178278.0,4.1,1.4,4.2,1.5
615,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,162149.0,3.7,1.3,3.8,1.2
616,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,149115.0,3.4,1.2,3.5,1.2
617,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,164060.0,3.7,1.3,3.8,1.2
618,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,235565.0,5.3,1.6,5.4,1.6
619,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,245245.0,5.5,1.6,5.6,1.6
620,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,251242.0,5.7,1.6,5.8,1.6
621,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,334259.0,7.4,1.9,7.5,1.8
622,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,368424.0,8.0,1.9,8.2,1.8
623,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,377999.0,8.2,1.9,8.3,1.8
624,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2015,2015,PER,Persons,0,Units,363706.0,7.9,1.9,8.0,1.9
625,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,98900.0,5.9,,6.0,
626,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,96300.0,5.6,,5.7,
627,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,87576.0,5.1,,5.1,
628,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,102786.0,5.7,,5.8,
629,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,99157.0,5.4,,5.5,
630,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,90163.0,4.9,,4.9,
631,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,83767.0,4.5,,4.6,
632,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,89997.0,4.8,,4.8,
633,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,175339.0,8.7,,8.8,
634,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,177668.0,8.8,,8.8,
635,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,98900.0,4.1,,4.2,
636,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,96300.0,3.9,,4.0,
637,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,87576.0,3.5,,3.6,
638,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,102786.0,4.1,,4.2,
639,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,99157.0,4.0,,4.0,
640,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,90163.0,3.6,,3.7,
641,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,83767.0,3.3,,3.4,
