,Unnamed: 0,Unnamed: 0.1,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF,POP_65M_SH,YOU_DEP_RA,ELD_DEP_RA,DEM_DEP_RA,SR_TOT_RA,SR_YOU_RA,SR_ELD_RA,KID_WOM_RA,POP_80M_SH,POP_TOT_GI,POP_65M_GI,ENRL_RATE_AGE_Y3T5,ENRL_RATE_AGE_Y6T14,ENRL_RATE_AGE_Y15T19,ENRL_RATE_AGE_Y20T29,ENRL_RATE_AGE_Y30T39,ENRL_RATE_AGE_Y40T64,ENRL_RATE_AGE_Y30T39_is_NA,UNEM_RA_15_MAX_is_NA,UNEM_RA_15_MAX_SEXDIF_is_NA,UNEM_RA_15_64_is_NA,UNEM_RA_15_64_SEXDIF_is_NA,POP_65M_SH_is_NA,YOU_DEP_RA_is_NA,ELD_DEP_RA_is_NA,DEM_DEP_RA_is_NA,SR_TOT_RA_is_NA,SR_YOU_RA_is_NA,SR_ELD_RA_is_NA,KID_WOM_RA_is_NA,POP_80M_SH_is_NA,POP_TOT_GI_is_NA,POP_65M_GI_is_NA,ENRL_RATE_AGE_Y3T5_is_NA,ENRL_RATE_AGE_Y6T14_is_NA,ENRL_RATE_AGE_Y15T19_is_NA,ENRL_RATE_AGE_Y20T29_is_NA,ENRL_RATE_AGE_Y40T64_is_NA
934,934,934,3_IN,  Small regions (TL3) - intermediate,ITC48,Pavia,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,6727.0,5.0,4.095359628770305,5.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
935,935,935,3_IN,  Small regions (TL3) - intermediate,ITC48,Pavia,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,5266.0,3.9,4.095359628770305,3.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
936,936,936,3_IN,  Small regions (TL3) - intermediate,ITC48,Pavia,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,9681.0,6.9,4.095359628770305,7.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
937,937,937,3_IN,  Small regions (TL3) - intermediate,ITC48,Pavia,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,9780.0,7.4,4.095359628770305,7.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,938,938,3_IN,  Small regions (TL3) - intermediate,ITC48,Pavia,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,9684.0,7.1,4.095359628770305,7.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
939,939,939,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,4200.0,4.7,2.2,9.88573205401563,3.864658848614071,17.66,19.04,25.54,44.58,94.81,104.7,64.44,18.2,3.65,100.0,100.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
940,940,940,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,5000.0,5.2,2.3,9.88573205401563,3.864658848614071,17.96,19.22,26.1,45.32,94.99,104.73,64.56,18.41,3.85,101.0,102.7,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
941,941,941,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,4500.0,4.6,2.2,9.88573205401563,3.864658848614071,18.21,19.48,26.59,46.07,95.15,104.72,65.03,18.8,4.03,102.2,105.3,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
942,942,942,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,3948.0,4.1,1.9,4.2,2.0,18.26,19.67,26.74,46.41,95.66,104.48,66.09,19.29,4.13,104.1,107.6,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
943,943,943,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,3050.0,3.3,1.8,3.3,1.7,18.59,19.92,27.38,47.3,96.1,103.89,66.72,19.7,4.32,105.8,111.4,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
944,944,944,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,3485.0,3.4,1.7,3.5,1.7,18.82,20.35,27.9,48.25,96.06,103.63,67.44,20.26,4.47,107.2,114.2,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
945,945,945,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,4028.0,4.1,1.7,4.1,1.6,18.94,20.61,28.18,48.79,95.92,104.71,67.97,20.64,4.55,108.6,116.4,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
946,946,946,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,3571.0,3.3,0.8,3.4,0.7,18.93,20.7,28.18,48.88,96.19,104.97,68.64,20.87,4.68,110.7,118.6,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
947,947,947,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,5833.0,5.5,1.9,5.5,1.7,18.92,21.03,28.25,49.28,96.13,104.91,69.22,21.22,4.77,112.5,120.5,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
948,948,948,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,5784.0,5.6,2.2,5.7,2.0,19.03,21.32,28.52,49.84,96.25,106.1,70.0,21.61,4.93,113.2,121.9,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
949,949,949,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,5982.0,6.1,2.4,6.1,2.3,19.07,21.53,28.63,50.16,96.22,106.33,70.58,21.78,5.08,113.8,122.8,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
950,950,950,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,9007.0,8.9,3.7,9.0,3.7,19.38,21.74,29.27,51.01,96.3,105.44,71.71,21.72,5.28,114.1,125.2,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
951,951,951,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,9608.0,9.2,3.0,9.4,3.0,19.54,21.88,29.6,51.48,96.56,105.74,72.36,21.73,5.33,115.2,127.5,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
952,952,952,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,9553.0,8.9,2.2,9.1,2.0,20.0,21.91,30.48,52.39,96.97,106.33,73.62,21.46,5.52,116.9,132.4,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
953,953,953,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,2800.0,7.5,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
954,954,954,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,3400.0,8.5,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
955,955,955,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,3300.0,8.0,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
956,956,956,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,2339.0,6.0,4.095359628770305,6.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
957,957,957,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,1824.0,5.0,4.095359628770305,5.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
958,958,958,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,2212.0,5.4,4.095359628770305,5.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
959,959,959,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,2560.0,6.2,4.095359628770305,6.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
960,960,960,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,1370.0,3.0,4.095359628770305,3.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
961,961,961,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,3320.0,7.3,4.095359628770305,7.3,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
962,962,962,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,2899.0,6.9,4.095359628770305,6.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
963,963,963,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,2739.0,7.0,4.095359628770305,7.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
964,964,964,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,4790.0,11.7,4.095359628770305,11.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
965,965,965,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,4982.0,11.3,4.095359628770305,11.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
966,966,966,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,4463.0,9.5,4.095359628770305,9.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
967,967,967,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,2800.0,5.3,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968,968,968,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,3400.0,6.2,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
969,969,969,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,3300.0,5.8,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
970,970,970,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2339.0,4.1,4.095359628770305,4.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
971,971,971,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,1824.0,3.2,4.095359628770305,3.3,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
972,972,972,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,2212.0,3.7,4.095359628770305,3.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
973,973,973,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,2560.0,4.5,4.095359628770305,4.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
974,974,974,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,1370.0,2.2,4.095359628770305,2.3,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
975,975,975,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,3320.0,5.4,4.095359628770305,5.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
976,976,976,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,2899.0,4.7,4.095359628770305,4.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
977,977,977,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,2739.0,4.6,4.095359628770305,4.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
978,978,978,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,4790.0,8.0,4.095359628770305,8.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,979,979,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,4982.0,8.3,4.095359628770305,8.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
980,980,980,3_IN,  Small regions (TL3) - intermediate,ITC49,Lodi,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,4463.0,7.3,4.095359628770305,7.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,981,981,3_IN,  Small regions (TL3) - intermediate,ITC4A,Cremona,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,3400.0,2.4,1.6,9.88573205401563,3.864658848614071,20.2,18.15,29.91,48.06,93.92,106.02,62.61,17.64,4.39,100.0,100.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
